1	test_the_save_button_says_what_it_is_waiting_for	oben=10	tot=0	leash=0	handles=270	arbeitssatz=106999808	auslagerung=850317312	gc=89314
2	test_every_setting_in_the_model_has_a_field	oben=10	tot=0	leash=0	handles=272	arbeitssatz=107024384	auslagerung=850337792	gc=89329
3	test_every_field_points_at_a_real_setting	oben=10	tot=0	leash=0	handles=272	arbeitssatz=107147264	auslagerung=850337792	gc=88989
4	test_filament_dialog_contains_only_values_that_belong_to_the_spool	oben=10	tot=0	leash=0	handles=272	arbeitssatz=108482560	auslagerung=851210240	gc=89058
5	test_filament_dialog_builds_one_groupwise_override	oben=10	tot=0	leash=0	handles=280	arbeitssatz=110821376	auslagerung=852594688	gc=89071
6	test_every_field_lands_in_a_known_group	oben=10	tot=0	leash=0	handles=280	arbeitssatz=110825472	auslagerung=852594688	gc=89084
7	test_the_front_page_stays_short	oben=10	tot=0	leash=0	handles=280	arbeitssatz=110825472	auslagerung=852594688	gc=89097
8	test_the_editors_start_on_the_resolved_values	oben=20	tot=0	leash=0	handles=280	arbeitssatz=110919680	auslagerung=852594688	gc=89485
9	test_a_speed_survives_being_shown	oben=30	tot=0	leash=0	handles=281	arbeitssatz=112939008	auslagerung=854478848	gc=89809
10	test_choosing_a_filament_adopts_its_values	oben=11	tot=0	leash=0	handles=281	arbeitssatz=112922624	auslagerung=854814720	gc=89352
11	test_filling_the_filament_list_changes_nothing	oben=21	tot=0	leash=0	handles=281	arbeitssatz=114692096	auslagerung=856207360	gc=89680
12	test_changing_a_field_reaches_the_settings	oben=31	tot=0	leash=0	handles=281	arbeitssatz=115240960	auslagerung=856727552	gc=90006
13	test_changing_the_quality_reloads_every_field	oben=41	tot=0	leash=0	handles=281	arbeitssatz=115494912	auslagerung=856842240	gc=90332
14	test_the_colour_button_says_which_colour_it_is	oben=41	tot=0	leash=0	handles=281	arbeitssatz=116125696	auslagerung=857481216	gc=90347
15	test_a_checkbox_writes_through	oben=21	tot=0	leash=0	handles=281	arbeitssatz=116211712	auslagerung=857473024	gc=89731
16	test_an_enum_writes_through	oben=31	tot=0	leash=0	handles=281	arbeitssatz=116981760	auslagerung=858226688	gc=90062
17	test_an_enum_shows_words_and_stores_the_english_value	oben=41	tot=0	leash=0	handles=281	arbeitssatz=117784576	auslagerung=859029504	gc=90388
18	test_every_choice_entry_says_what_it_does	oben=51	tot=0	leash=0	handles=281	arbeitssatz=117911552	auslagerung=860139520	gc=90714
19	test_slicing_greys_out_before_the_click_when_the_licence_ran_out	oben=31	tot=0	leash=0	handles=281	arbeitssatz=119132160	auslagerung=861343744	gc=90121
20	test_slicing_greys_out_until_the_profiles_are_chosen	oben=43	tot=0	leash=0	handles=281	arbeitssatz=118960128	auslagerung=861118464	gc=90453
21	test_a_share_is_shown_in_percent_and_stored_as_a_fraction	oben=53	tot=0	leash=0	handles=281	arbeitssatz=119701504	auslagerung=861925376	gc=90779
22	test_the_close_button_speaks_german	oben=63	tot=0	leash=0	handles=281	arbeitssatz=119783424	auslagerung=861925376	gc=91105
23	test_the_advice_list_names_a_reason	oben=10	tot=0	leash=0	handles=281	arbeitssatz=114290688	auslagerung=857706496	gc=89335
24	test_applying_the_advice_moves_the_editors	oben=20	tot=0	leash=0	handles=281	arbeitssatz=118648832	auslagerung=860917760	gc=89656
25	test_the_layer_analysis_may_arrive_after_the_dialog	oben=10	tot=0	leash=0	handles=350	arbeitssatz=206311424	auslagerung=1745833984	gc=140795
26	test_a_missing_layer_analysis_changes_nothing	oben=20	tot=0	leash=0	handles=350	arbeitssatz=208871424	auslagerung=1748303872	gc=141094
27	test_the_advice_list_is_never_empty_of_words	oben=20	tot=0	leash=0	handles=350	arbeitssatz=208916480	auslagerung=1748303872	gc=139623
28	test_no_field_stretches_across_the_whole_dialog	oben=30	tot=0	leash=0	handles=350	arbeitssatz=213225472	auslagerung=1752395776	gc=139954
29	test_the_deeper_settings_fold_away_instead_of_greying_out	oben=40	tot=0	leash=0	handles=358	arbeitssatz=217853952	auslagerung=1756909568	gc=140284
30	test_a_hint_that_points_into_a_folded_section_opens_it	oben=53	tot=0	leash=0	handles=358	arbeitssatz=219799552	auslagerung=1758699520	gc=140613
31	test_every_field_says_what_it_does	oben=30	tot=0	leash=0	handles=358	arbeitssatz=214585344	auslagerung=1753427968	gc=140014
